"Prayer Before Job Interview","Today Lord, I have been invited to a job interview. Thank you for making the application successful. As I prepare, I bind every spirit of fear and anxiety. Help me, O Lord, to prove to the interviewing panel that I am worthy of the job. Thank you my Father for this special chance. Amen.",100
"Prayer Before Court Case And Jail Term","Merciful Lord, I have broken the law and I am set to be punished. Please forgive me and correct my ways. I regret everything I did against the law. May the judgement be fair and guided by your teachings even as I look forward to getting a second chance to live in righteousness. I pray to you Lord Jesus hoping youll hear me, Amen.",101
"Prayer For Promotion","I have served my employers diligently O Lord and have been loyal to them. Please Father; soften their hearts so that I may earn a promotion in my workplace. I believe it will help me prove my skills at a higher level, as I continue to glorify your name. Amen.",102
"Prayer To Find A Church","Jesus my saviour, I thank you for taking all my sins away at the cross. I am set free by your blood at Calvary. Help me find a church where I will nurture my faith and learn more about you. Lead me to a church that faithfully worships you alone and nurtures salvation. Lead me today Father, so that I may not get lost again. I pray in the name of the Father, the Son and the Holy Spirit, Amen.",103
"Prayer To Find A Spiritual Leader","Send me a shepherd of your flock today dear God. Send me the chosen one who will guide me according to your teachings in the Holy Bible. Let the river of life flow with your word each day into my heart as I commit this prayer to you my Lord and Saviour, Amen.",104
"Prayer Before Reading The Holy Bible","I speak to you through prayer, Father, and you speak to me through your word in the Holy Book. Before I open my bible this morning to hear your word, I pray that you will open my inner ears and give me spiritual understanding of your word. Speak to me and answer my prayer in Jesus' name, Amen.",105
"Prayer Against Lust","My lust and greediness has led me to sin against you dear Father, please forgive me. I lust with my eyes and mind. I have fallen short of your teachings against lust. Deliver me from this evilness and take me away from temptations. In Jesus' name, I pray for your holy spirit to guide me, Amen.",106
"Prayer Against Corruption","Lord Almighty; go not let me practice corruption today. It robs the poor of their possessions and gives to the greedy. It has increased poverty in our homes and crime in our neighbourhoods. I beg you today to let my deeds be genuine and legal so that I do not take part in oppressing the poor through corruption. In Jesus' name I pray, Amen. ",107
"Prayer Against The Love For Money","You say Lord that one cannot serve two masters at the same time. We cannot serve God and money simultaneously for we cannot be loyal to both. I beg you today to provide for me just what I need and not excess, lest I fall into the temptation of worshiping money. Heavenly Father, please save me from the love for money. Amen. ",108
"Prayer For Employer","I thank you Father for my employer. This morning, I put him/her before you so that you may shower him with blessings and favour. Expand his/her work for a good course and may your grace be evident in his/her actions, speech and thoughts. Through Jesus Christ I pray, Amen.",109
"Prayer For Teenage Sons And Daughters","Prince of Peace, my sons and daughters have become teenagers so fast. Father, I thank you for their health and well--being as they were growing. Today's world exposes teenagers to devilish content in the media, sexual urges, bad company, and other types of sins. I beg you Father to protect them from temptations in this sinful world. I believe that I have raised them up well, and played my part as required by your teachings. Thank you once again for blessing me with the gift of being a parent. Watch over them every day so that they may grow up knowing how gracious, loving and merciful you are. Amen.",110
"Prayer For Delivery Form The Past","My past mistakes and failures have come to haunt me and prevent me from moving on. They chain me down and rob my confidence. Here I am again, humbly requesting you to erase my past from my mind today. Help me walk free as you have set me and guide me in my path. I know I can be what you want me to be, regardless of the things I did in the past. Amen.",111
"Prayer For A Softened Heart","Give me the heart of flesh O Lord, so that I may hear your word today. Do not let me be hardhearted for I shall pay dearly for the ignorance. Make me listen to you and accept to do your will and not have my way. This is my prayer today, Amen.",112
"Prayer For Child's First Day At School","Today is my child's first day at school. I have raised him/her up well as you have taught me. Lord Jesus, you said that your kingdom belongs to people who are like children because they are humble, eager to learn and listen. May this day be fruitful for my child. Let him pick up good manners and respect in the new environment. Give him/her the courage and confidence to settle in school, and create a good relationship with the teachers. Amen. ",113
"Prayer For Nation Oneness","O Lord my God, you said that when we pray for our nation, you will save us from destruction. Therefore, Father, I come before you this morning committing this sinful nation to you. Save us from self destruction through wars, greed and other forms of evil. Protect us from terrorism and external attacks. Guide our leaders and give them your wisdom. Amen.",114
"Prayer To Open Doors","I pray Father for a breakthrough in times of hardship. Reopen the doors that have been shut directly on my face. Show me open opportunities for my breakthrough so that I may not lose my ways. I bless your name for all that you have given me. I trust that you will answer my prayer. Amen. ",115
"Prayer For A Fresh Start In Life","Almighty King of kings, you renew our lives when we repent our sins and confess that you are Lord. I come before you this beautiful morning, pleading with you to renew my life and give me a fresh beginning. I have done a lot of things on my own and neglected your help and advice in my past life. In this life, I beg you to lead and let me follow. Forgive my past and help me move on in Jesus' name, Amen.",116
"Prayer For Humility","Holy God, you hate proud people who boast of their wealth and social status. Forgive me for trying to look better than other people through my pride. I do not need to be accepted by people if I will be rejected by you. Your son Jesus Christ was humble and walked among all people even though he came from the highest throne. Teach me humility today Lord so that I may rejoice in your presence forever, Amen.",117
"Prayer For A New Year","This is a special day to me Lord Jesus for it marks the beginning of yet another year. You have always answered my prayers and guided me in the past years. I submit this year to you and let your will prevail. Bring your blessings to my family and friends. May we live in harmony and see a prosperous year. Whatever I may encounter in the New Year, take the steering wheel of my life O Lord and be the driver. Amen.",118
"Prayer To Affirm Faith In God","I believe in the one true God, creator of heaven and earth. I believe in Jesus Christ who died for our sins in Calvary and rose again after three days. I believe that he is preparing a place for me in the heavenly kingdom and that he will come again to take his faithful church. I believe that when I pray, the Lord hears me and answers my prayers. I believe in the Holy Spirit that fills me and guides me through this journey on earth. I await the coming of the Messiah on the judgement day, where only the righteous will receive eternal life. Amen.",119
"Prayer For Labour And Delivery","Thank you Father for choosing this day to bring forth the fruit of my womb. I praise your name today for taking good care of us throughout the full pregnancy term. I am happy that you bestowed the responsibility of parenting on me. At this hour when I am in pain, I trust in your strength. Let the fruit of my womb come out well and healthy. Let the birth process be successful and the healing be quicker. In Jesus' name I pray, Amen.",120
"Prayer For How To Handle Fame","Lord Almighty, I am experiencing the overwhelming pressure that comes with fame. Today Father, I beg for your wisdom on how to deal with this overwhelming popularity. Let all praise return to you and simply use me for your work for I know it will be useless for me to gain the whole world and loose the heavenly kingdom. I therefore seek first your kingdom and let all the other things follow. Amen. ",121
"Prayer For The Armed Forces","Heavenly Father, harbinger of peace, I place our armed forces into your able hands. As they go to out to fulfil their responsibilities, protect them the same way they serve and protect us. May you watch over them and bring them back to their homes safely, Amen.",122
"Prayer For Kindness","Teach me how to be kind dear Lord. Let the kindness lead me to your glory and bring goodness to my home. Give me the spirit of sharing your blessings to me without boasting about it. Your word says that blessed is the hand that gives than the one that takes. I believe in your word, Amen.",123
"Prayer For Graduation Day","I have completed my course today Lord, having been led by your wisdom. Father, as I graduate from school, I pray that you will guide me wisely in my future career. Let me serve my purpose and live long to see the fruits of my hard work. In the name of the Father, the Son and the Holy Spirit I pray, Amen.",124
"Prayer For Clients","I thank you heavenly Father for my clients and customers. Make me serve them kindly and warmly throughout the day. May they be satisfied with the services I offer unto them. May your teachings be seen in how I interact with them in our business transactions. This I pray in the name of Jesus Christ, Amen.",125
"Prayer for peace","Dear Lord Jesus Prince of Peace, I pray that you may grant me peace in my life. Let your peace that surpasses all human understanding fill my heart and take away all things that trouble me. Through Christ Jesus I pray, Amen.",126
"Prayer for Grace","Lord God our heavenly Father, your grace is always sufficient. Please Lord; give me your grace today so that I may not lack anything. May your grace provide me with all the things I pray for, as long as they please you, in Jesus' name I pray, Amen.",127
"Prayer for daily bread","All things come from you dear Lord our heavenly Father. I ask you Lord that you may give me today's bread as you have always done. You have been faithful and just to me Lord and I am always grateful to you, my Creator. Amen. ",128
"Prayer for giving thanks","Lord Almighty, I give you thanks and praise for all you have done to me. I thank you for your steadfast love and guidance throughout my life. I also remember that you sent your son to die for me at the cross and take away my sins. May all the glory and honour always be unto you, Amen.",129
"Prayer for mercy","Almighty God, I pray for your mercy. I ask you not to count all my wrongs against me. Please Lord, have mercy on me and pardon all my wrongdoings. Strengthen my faith O Lord so that I may not fall into evil traps again. Amen.",130
"Prayer for salvation","Heavenly Father, you sent your son to save us from sin. I pray that you may save me today, write my name in the book of life, and teach me how to be righteous. Thank you Lord for I know my sins have been forgiven. In Jesus name I pray, Amen.",131
"Prayer for love","May your love, goodness and kindness spread among us O Lord. May we live with love and compassion for one another. Do not allow us to hate and turn against each other for our own selfish interests. Let your love reign among families, friends, neighbours and nations. This I pray through your son Jesus Christ, Amen.",132
"Prayer for finances","All silver and gold come from you Lord. Thank you for blessing me with all the money I have. Make me wise in spending it. I pray that I will not be too proud to forget the needy. May you manifest yourself in all that I do with the money and resources you've blessed me with. Amen",133
"Prayer for happiness","Dear Lord God, I pray that you may grant me happiness in my life. Take away the clouds of sadness that hover upon me. You promised in your word that in your presence, there is joy and peace. Make my life be filled with your joy as I begin my day in Jesus name I pray, Amen.",134
"Prayer for guidance","Almighty King of heaven and earth, lead me today in everything I do. Let your Holy Spirit guide my path as I fulfil my duties of the day. Make me wise in my choices and give me the energy I require to carry on. Help me make wise decisions that please you O Lord and relate well with the people around me. Amen.",135
"Prayer for the nation"," Father of all nations, I pray that you may guard our borders and protect us from enemies. Remember our leaders and guide them in all the decisions they make for this nation. Bless our land and her children. I submit this prayer though Jesus Christ, Amen.",136
"Prayer for strength","Give me strength dear Lord to continue working hard. Give me the energy to overlook my struggles and strains. Do not let me suffer in pain O Lord. Let my hard work pay off and all praise shall return to you for always being faithful. Amen",137
"Prayer for wisdom","Lord Jesus, I pray for your wisdom. I am faced with challenging situations that I cannot handle on my own without seeking your wisdom. Guide me in these situations and let all the decisions I make be rightful and reflect your teachings to us. Amen.",138
"Prayer for health","Lord, you told us through your word that you are the only one that heals the sick. Dear Lord, I pray that you may take this sickness from me and restore good health in my body. Make my body free from pain and worries. Stretch your healing hand upon me and pronounce your healing. In Jesus' name I pray, Amen. ",139
"Prayer for the family","Lord God, thank you for the blessing of a loving family. I thank you for my parents you have brought us up to knowing you. Thank you for keeping us together and protecting us from evil. May your blessings continue flowing into our lives, so that your presence may be seen in whatever we do, Amen.",140
"Prayer for friends","Dear Heavenly Father, I submit all my friends to you. Thank you for giving me a good company of friends who fear you. Inspire all the discussions and decisions that we have and continue guiding us so that we may live like you want us to. Bless them in all that they do in Jesus' name I pray, Amen.",141
"Prayer for employment","Almighty God, I am grateful for the job that you have given me. Give me strength each day as I set out to work. Do not allow me to fall into temptations of being corrupt or deceitful in any way at my workplace. Let me have good relations with my co-workers, employers and customers at all times, Amen.",142
"Prayer for protection","May you shield me from trouble anywhere I go today Dear Lord. Let your angels surround me and protect me from illness, accidents, wars and sin. Guard my mind when I think, my tongue when I talk, and my actions too, so that they may not lead me into trouble, Amen.",143
"Prayer for God's favour","All powerful God, I seek your favour today. Give me the desires of my heart as long as they are in accordance to your teachings, and let me live to proclaim to the world all the good you have done to me. May all the praises and honour be given unto you every day of my life, Amen.",144
"Prayer for forgiveness","I have neglected to do right dear Lord and I have sinned against you. I truly regret my wrongdoings and seek your forgiveness. Do not release your wrath on me because I know for sure I do not stand a chance to survive it. Please forgive me O Lord as I repent my sins and seek your righteous face once again. This I pray in Jesus' name, Amen.",145
"Prayer for spouse","Thank you Father, for the blessing of my partner. Let our union be ordained by you and bless him/her in everything he/she does in your name. Do not allow the devil to lead us into temptations that my shake the foundation of our marriage or lead us against your teachings. Lord, hear me as I pray, Amen.",146
"Prayer for children","All good things come from you Almighty God and today, I want to thank you for the blessing of my children. Thank you for the joy that they have brought into my life. Please guide them in your ways so that they may grow into God fearing men and women. Through Jesus Christ I pray, Amen.",147
"Prayer for business","King of Glory, may you bless the work of my hands today through the business that you have enabled me to set up. Send customers to my business O Lord and let this business prosper in your name. Give me patience and integrity when dealing with clients, co-workers and employees. Through Christ I pray, Amen.",148
"Prayer for wife","You have made me a proud husband dear Lord through my wife. Bless her as she goes out to perform her daily duties, and as she comes back. Bless her home and everything she lays her hands on. Bless the fruits of her womb and give her all she asks from you, as long as they are in accordance to your teachings. In Jesus' name I say this short prayer believing and trusting in you, Amen. ",149
"Prayer for husband","Dear Father, I submit my husband to you. I thank you for the love that he has shown me and his entire family. Please Lord, bless his hard work and sweat as he fends for his family. Let him be respected among your people and guide him as he leads this family. I pray trusting and believing in your name, Amen.",150
"Prayer for righteousness","O Lord, you washed away our sins so that we may be clean and live a righteous life. Please lead me to the right path so that I may not fall short of your glory. I want to be righteous everyday in order to inherit your kingdom. I pray believing that my prayers shall be answered, Amen.",151
"Prayer for a miracle","Dear Lord, your works and ways have surpassed all human nature. I pray today for your miracle because this situation I am facing has led me to a dead end. Please Lord, help me out of this situation so that everyone may see that you are the God of the weak and humble. I trust in you that all shall be well in Jesus name, Amen.",152
"Prayer for faith","Strengthen my faith in you Heavenly King, for we walk by faith and not by sight. Teach me your word to help me fight temptations like your son Jesus Christ did in the wilderness. See me through this journey of salvation and make me rejoice when you come back for the church. Amen.",153
"Prayer for consolation","I have no one to lean on but only you Mighty Lord. My burdens weigh heavily in my heart. I seek refuge in you; walk with me through these hard times O Lord. Do not let me succumb to pain and grief. Amen.",154
"Prayer for deliverance","My Lord, please unchain me from these problems that have taken control of my life. Set me free from them O Lord and make me enjoy the freedom of salvation. Lord, I cannot win this fight alone without your help, the warrior of the humble and weak. In Jesus' name I pray, Amen. ",155
"Prayer for praise","I give you praise in song and dance dear Father for your goodness upon my life. You are Lord of Lords, the only one worthy of my praise. You have saved me from evil always and given me a new life. There is nothing impossible to you Almighty and I thank you for always being faithful. Amen.",156
"Prayer for purpose","Lord God my creator, show me my purpose in your creation. Do not let my time expire before I fulfil my duty as appointed by you. Give me my calling and I will obey because this life has no meaning without living our purpose. I pray in Jesus' name, Amen.",157
"Prayer for blessings","Open the flood gates of heaven and let your blessings rain on us Lord. Whatever we ask of you is little in front of your eyes because you are God. Show us your love and bless us heavenly King we pray, Amen.",158
"Prayer to do good","Teach me how to do good unto others. Let me see the needy and help them. Let me be kind to strangers and show my love to family and friends. Teach me how to care for others as you have cared for me. This I pray through Jesus Christ, Amen.",159
"Prayer for fruits of the holy spirit","Lord, fill me with the fruits of the Holy Spirit to nurture me spiritually. Give me patience, love kindness, joy and faithfulness. As I live in this world, let me be reminded of the fruits I need to bear always, in Jesus name I pray Amen.",160
"Prayer for prosperity","Dear Lord God, the giver of all good things, I pray for your blessings today that I may prosper in my business, career, school and life as a whole. Bless the work of my hands and let everything I touch be filled with prosperity. I say this prayer trusting that you shall hear me, Amen.",161
"Prayer for God's help","I am heavily burdened dear Lord and I cannot make it through this situation without your help. Send a guardian angel to help me O Lord. Protect me from falling apart when this situation wears me out. I humbly ask for your help through your son who died on the cross to set us free, Amen.",162
"Prayer to overcome addiction","My addiction has taken the better of me Mighty Father and I have lost all my dignity and sense of being. Please Lord, save me from self-destruction. Make me a whole new being by giving me the strength to overcome this addiction, Amen.",163
"Prayer to overcome grudge","Dear Father, help me forgive those who have offended me as you have always forgiven me. Help me forget all the things that have made me angry and created thoughts of revenge. Forgive me for holding grudges against people and cleanse my heart once again, Amen.",164
"Prayer to overcome pride","I humble myself before you Almighty King and lower my pride. You have blessed me in many ways Lord. Remove from my heart any form of pride that may make me forget your goodness and look down on others. In Jesus name I pray and believe, Amen.",165
"Prayer to overcome idleness","My dear Lord, show me my purpose on earth today so that I may not sit and let time pass me by. Your word says that a lazy man is not worthy of a meal so I beg you Father to give me strength to work hard and realize my purpose in time. Amen.",166
"Parent's prayers for raising children","Lord Jesus, thank you for the blessing of these children. Help me raise them in accordance to your word. Protect them from evil and give me all the necessary provisions I need to raise them in accordance to your teachings. This I pray trusting and believing in your holy name, Amen.",167
"Prayer for justice","Lord I seek your justice today. I have no one else to turn to when my enemies set traps upon my life. Fight for me dear Lord and give me victory over this situation for I am too weak to fight all by myself. Through your son's name I pray, Amen.",168
"Prayer when taking a new job","Dear heavenly Father I thank you for giving me a new job. Give me the spirit of hard work so that I may excel in this new challenge I am undertaking. May your wisdom inform my decisions throughout my work experience, Amen.",169
"Prayer seeking to understand God's ways","Almighty Father, teach me how to listen to you when you talk to me through visions, dreams and actions. Let me stay in your presence and feel your glory upon me. Send me your Holy Spirit to stay with me and lead me where you want me to go, Amen.",170
"Prayer for leaders of a country","Lord Jesus, anoint the leaders of our beloved country in all departments. I pray that you may lead them well as they lead us too. Make them intelligent and wise and help them maintain peace among themselves and our and the whole nation. Amen. ",171
"Prayer for Church leaders","Lord God, Guide your appointed shepherds as they lead the flock. Use them as vessels to spread the gospel of truth to your people. Protect them from temptations and spiritual battles in Jesus' name, Amen.",172
"Prayer for parents"," Bless our parents O Lord Jesus. Reward their efforts of bringing us up in a God fearing way and by working hard to provide for us. May they live long to see their children prosper and live in accordance to your teachings, Amen.",173
"Prayer when facing depression","Father, my heart sinks with sorrow and pain. Help me overcome this situation and lift me up again. I trust that in your presence I will not cry or mourn anymore. Please Father; hear me as I pray, Amen.",174
"Prayer for confidence","O Lord, help me find confidence in myself, and help me communicate in an outright manner. Help me stand strong in faith and give me the resilience to endure all attacks from my enemies. Hear me O Lord I pray, Amen. ",175
"Prayer when facing frustration","My Heavenly Father, please help me overcome my worries and frustrations. Clear the path for me and carry me through the hurdles just as you did to your beloved son when He was facing trials and death. Give me victory once again O Lord, Amen. ",176
"Prayer when facing betrayal","All my beloved ones have forsaken me in my time of need. I look up to you heavenly King of Glory for your word says that cursed is the man who depends on his fellow man. I depend on you Jesus. Even when the world turns against me, you are my refuge. Amen.",177
"Prayer for expectant mothers","Bless our mothers Jehovah. Remember them when they are in labour pain. Let their children bring joy and blessings into their households and they will sing praises unto you All-powerful God, Amen.",178
"Prayer for fathers","Jesus, remember our fathers today. Give them strength to work hard for their families and protect them. Do not allow the devil to take away their love for their families but lead them to be pillars of their homes. I submit this prayer in Jesus' name, Amen.",179
"Prayer for stewardship","Lord, make me a steward of your word. Let your people see your face through my speech and actions. Use me as a vessel to preach your word and make me your servant on earth. In Jesus' name I pray, Amen. ",180
"Prayer when facing temptation","Guard me with your rod O Lord as I face this temptation. Make your word be my weapon against evil just like Jesus did in the wilderness when tempted by Satan. Feed my soul with your word each day so that I may succeed against temptations, Amen.",181
"Prayer for newborn babies","Thank you for bringing forth the fruit of my womb. May joy and happiness fill my heart every time I see this baby. May it grow to be God- fearing, respectful and successful in life.  Thank you Heavenly Father, the giver of life. ",182
"A barren woman's prayer","Touch my womb dear Father the giver of life and bless me with a child. I do not mind waiting like Sarah did because I know that your timing is the best. I pray that you shall bring me the joy of a mother when the right day comes, Amen.",183
"Prayer for the blind","Heavenly Father, we call on you for leading O Lord. Give sight to the blind and let them see. We believe that you did it before in the Bible and that you will do it again. And we shall proclaim to all nations that you are Jehovah, our healer, Amen.",184
"Prayer for the lame","You are a miracle working God. You gave healing to the ten lepers Lord and we trust that what we ask for today is just a small portion of your miracles. Pronounce your healing today unto us O Lord. In Jesus' name we pray, Amen.",185
"Prayer for the sick","Restore health to the sick in hospital beds or at home O Lord. Restore their energy and their bodies. Deliver them from pain heavenly Father. We believe that the doctors treat but you are the only one who provides divine healing. Amen.",186
"Prayer for the poor","Remember the needy dear Lord. Save them from poverty and helplessness. Provide for them daily and send a guardian angel to give them hope in their lives. Hear their cries for justice, help and a better life. For all riches and blessings come from you O Lord, Amen.",187
"Prayer when feeling worried","You feed the birds of the air and cloth the lilies Mighty King. You promised that you will take care of our tomorrow and that we should not worry about it. I put all my worries to you Father to take care of them. Set my mind free from everything that troubles me, through Christ I pray, Amen.",188
"Prayer for employment","All-powerful God, please help me find employment. Let me find favour in the eyes of employers like Joseph found in the eyes of the king. Let my hard work and honesty prevail as I seek employment. Lord, hear me as I pray, Amen.",189
"Prayer for a troubled marriage","You blessed our union O Lord of the Most High throne. Please Father, intervene in the matters that threaten to break our union. Destroy our pride and help us solve disputes wisely without going through heartbreaks, quarrels and divorce. This I beg of you, King of Glory, Amen.",190
"Prayer for grandparents","Thank you for the gift of our grandparents O Lord. Thank you for their lives and the teachings they have given unto us. May they live long to see their forth coming generations prosper in your name, Amen.",191
"Prayer for terminal illness","Sickness has engulfed my body and my spirit is getting weaker every day O Lord. I do not want to lose hope because I trust in you. Ease my pain and make me feel better in Jesus' name, Amen.",192
"Prayer before a medical treatment or procedure","Doctors treat but you cure us, heavenly Father. My divine healer, I lay my life in your hands as I undertake this treatment procedure. I know it shall be well through Jesus Christ. Amen.",193
"Prayer for self control","Give me the fruit of self control so that I may not fall into temptations. Make me firm in your word for you are my foundation. Protect my faith in you Lord I pray, Amen.",194
"Prayer for tolerance","However rough this journey is, I run to you O Lord to give me the fruit of tolerance. Help me bear with everything that comes my way because in the end, victory shall be mine. In Jesus' name I submit my humble prayer, Amen.",195
"Prayer for faithfulness","Lord you have been faithful to me by fulfilling your promises. In the same way, I beg you to make me faithful in my marriage, work, and life as a whole. Send the spirit of faithfulness to follow me all my life so that I may avoid sinful ways. Through Christ our Lord I pray, Amen.",196
"Prayer for pilots","As they fly in the air like the birds of the sky, I pray that you will guide and protect our pilots throughout the journey, including every other passenger onboard. Help them take us through this journey safely and when we reach our destinations, we shall rejoice in your name O Lord, Amen.",197
"Prayer for journey mercies","Lord, lead the people who are travelling by air, land or water today. Protect them from unprecedented accidents and safely guide them to their destinations. Let your blood cover all routes and modes of transport they use in Jesus' name, Amen.",198
"Prayer for a departed soul","Our beloved one has fought the fight, won the race and kept the faith. Fare thee well and may God be with you in the distant land till we meet again. Help us Lord to overcome grief as we wait for the second coming of the Messiah, Amen.",199
"Prayer against nightmares","Make my night peaceful dear father and save my soul from horrible nightmares. Send me dreams and visions that reflect your glory and kingdom. Send me your guardian angels to protect me as I sleep for the devil loves darkness. Amen.",200
"Prayer before starting a business","Dear heavenly Father, I look up to you to bless the work of my hands as I open up this business today. Make me faithful in paying my taxes and fair in dealing with clients and employees. May it bring forth fruits of our labour in Jesus name so that we may never lack our basic needs, Amen.",201
"Prayer for shelter","Holy Messiah, my provider, I implore you to give me and my family a roof over our heads. Shield us from the cold and the heat of the sun O Lord. Give us a place to call home on earth as we wait for the heavenly home you have prepared for us. Amen. ",202
"Prayer for reconciliation","Gracious Father, you have taught us that the greatest commandment is love. This day we seek reconciliation among families, friends, nations and competitors. Bind us together with the love that you gave us in Jesus' name, Amen.",203
"Prayer against demonic powers","Mighty Father, you have the power over every creature in heaven and on earth. You have cast out demons and they have obeyed your command. In the same way Lord, do not allow demons to destroy our families and loved ones. Cover us with the blood of Jesus Christ your beloved son, Amen.",204
"Prayer before going to bed","Thank you for the day that has just ended and all that I have managed to accomplish in your name. Keep me safe through the night as you watch over me. Renew your mercies and blessings upon me in the morning. Amen. ",205
"Prayer for the youth","Guard our young generation from the traps of the devil. Make them wise in the decisions they make in their youthful days. Show them the light Lord and teach them your ways. Have mercy on their wrongdoings and do not count them against them I pray, Amen.",206
"A teenage parent's prayer","Protect my teenage children from bad company that would destroy their lives. I trust that I have brought them up well to uphold your teachings wherever they go. Keep them away from evil and remind them to always obey you, Amen.",207
"Prayer before graduating from school","Thank you, Mighty Warrior, for helping me complete my education all through the years. As I prepare to graduate, use me as your vessel to do your work and explore my profession at a higher level. Let all that I have learnt from school be beneficial to society for the glory of your name, Amen.",208
"Couple's prayer before marriage/wedding","We come together before you father, praying that you will bless our love and holy union. Let our home be built on your word as our rock and foundation. Bless us with children and happiness in the new home we are about to start, Amen.",209
"Prayer against fear","You promised that when you are with us we shall be able to handle any situation that comes our way. Jehovah Lord, I pray that you shall take away fear from my heart and fill me with courage. Let your light shine along my path even in the darkest hour, Amen.",210
"Prayer for Christmas holiday","As we celebrate the significant birth of Jesus Christ, may He be born and live in our hearts this season. Let us find the true meaning of His birth as our Messiah so that He may save us from sin and temptations.  We pray trusting and believing in Jesus Christ, Amen.",211
"Prayer for New Year","You have blessed us yet with another new year Lord. Thank you for walking with us throughout last year and always being faithful to your promises. Renew your blessings unto us as we usher in the New Year. We pray for guidance, protection, wisdom and love and above all, your will to be fulfilled upon our lives. Amen.",212
"Prayer to start new day","It is bright new days that you have provided unto us O Lord. I humbly ask you to lead my way today as I follow. Help me make the most out of this day before it ends. I pray in Jesus' name, Amen",213
"Prayer before exams","Lord, I come before you today as my intelligence is being put to test. Remind me of the lessons I have learned in school. Protect me from cheating during the examination so that I may get fair scores. Let your wisdom prevail during the test and calm my anxiety, Amen.",214
"Prayer on a birthday party","I thank you Lord for this day that you brought me to the world. As I celebrate another new year in my life, I invite you to take control of it. Make me wise as I grow older so that I may live to fulfil the work you have started in me through Christ my Lord I pray, Amen.",215
"Prayer when going into labour","I thank you dear Father for blessing my womb. Help me throughout the pain of bearing a child and restore our health after the pain. May the process be successful as we await the new-born bundle of joy from heaven, Amen. ",216
"Prayer against greed","Satisfy me with the little that I have so that I may not be greedy O Lord. Do now allow my eyes to lust for another person's property. Your word teaches us that it does not benefit a man to gain the whole world and lose the Kingdom of God. Remind me always of this teaching in Jesus' name, Amen.",217
"Prayer against corruption","Help me Lord God to avoid being corrupt and stealing from the poor. Let all my transactions be clean and fair. Guide me to help the needy instead of taking away the little you have blessed them with. Amen.",218
"Prayer during natural disasters","Please Lord, do not let the wrath of nature engulf our land and its people. Forgive us for sinning against you and parting from your word. I know that no one can stand a chance when you are angry. Save us as you saved the people who obeyed you in Noah's ark. Lord hear our prayer, Amen.",219
"Prayer before ministering to people","I stand before you as a vessel so you can use me to minister to your people. Let the word come from your wisdom and not my own thoughts. Help me lead the flock towards you and call more people to your kingdom through Jesus Christ our lord and saviour, Amen.",220
"Prayer when starting a new life"," Dear Lord, you have forgiven my past and blessed me with a new beginning. I praise your name for that. Set out with me in this journey for a new life for I have made up my mind to follow you for the rest of my life. Amen.",221
"Prayer before reading the bible","Speak to me through your written word heavenly king. Give me the heart of flesh and not of stone so that I may plant your word in it. Let my spirit feed on your word and my faith dwell in you, Amen.",222
"Prayer for commitment to God's word","There are countless temptations threatening my faith in you Father. Make me strong and committed to your ways. I want to live a righteous life because I know only the righteous will inherit your kingdom. Renew your covenant with me to help me keep the faith always, Amen.",223
"Prayer to understand God's word","Jesus, prince of peace, your ways are not the ways of man.  You have manifested yourself in different ways that no human being can explain. Draw me close to you Mighty Jesus and make me understand you better. I desire to worship and obey you and feel your glory at your feet, Amen.  ",224
"Prayer for holy communion with God","I have accepted that you are Lord God Almighty and I seek to commune with you. I ask you to take charge of my life and feed me with the bread of life. Cover me with the blood of your holy son Jesus Christ and make me stay in your presence forever, Amen.",225
"Prayer for the homeless","Almighty Father, we come before you today to remember the homeless people in society. You have given us food, clothes and shelter, O Lord, yet we do not deserve all these from you. We pray that you may provide food and shelter for the homeless, and keep them warm throughout the night. Remember them in your favors, just like you have always remembered us. Give them the strength to ask for anything through your son’s name Jesus Christ, for it shall be done. Amen.",226
"Prayer for physically-challenged persons","Lord, be the guide and divine helper for the physically-challenged people in society. May you help them live a happy life and understand that disability is not inability. We believe in the power of your creation, and that with everything that happens in this world, there is a reason behind it. Bless your people, O Lord, just as you have blessed us. Give them extra energy to live each day, and the courage to approach every challenge they face in their lives. In Jesus’ name, Amen. ",227
"Prayer for non-believers","Dear God, you are the Most High God, the Alpha and Omega, the beginning and the end. You have commanded us not to worship any other God apart from you and we are gathered here today to pray for those who don’t believe in you. May you use us as your instruments to spread your word, and may you soften their hearts so that they may understand that there is no other god than you. Perform a miracle unto their lives just like you did to Pharaoh, so that they may live to testify that you are truly the true God of Israel. Amen.",228
"Prayer for signs and wonders","Dear Heavenly Father, our time on earth is nearly coming to an end as we move closer to the 12th hour. Dear Lord, as the world turns evil, as the false prophets deceive your people, and as humans turn against the truth, please show us signs and wonders for you are a mighty God. Please send us signs and wonders that prove that we are living in the end times. We pray for miracles that will direct more people to the cross for forgiveness, rather than the eternal fire that awaits all sinners in hell. In Jesus’ name we pray and believe, Amen.",229
"Prayer for casting out demons","Oh Lord Jesus, you gave your disciples power to heal the sick after you ascended into heaven. Grant us, Holy Father, the power to fight the work of the evil one. Do not let him win over our faith O Lord. Give us power to cast out demons that dwell in your people. Grant us the power to command the devil just like you did during your trial at the wilderness for the devil has no authority over our lives. Amen.",230
